markup,product_type,code,description,ipi,supplier_id,supplier_price,width,supplier_table_discount
"2,40",1,KIZ201,KHROMA KIDZZZ,15,12,"255,13","0,53",0
"2,40",1,KIZ302,KHROMA KIDZZZ,15,12,"279,09","0,53",0
"2,40",1,KIZ303,KHROMA KIDZZZ,15,12,"279,09","0,53",0
"2,40",1,KIZ401,KHROMA KIDZZZ,15,12,"255,13","0,53",0
"2,40",1,KIZ402,KHROMA KIDZZZ,15,12,"267,95","0,53",0
"2,40",1,KIZ501,KHROMA KIDZZZ,15,12,"345,57","0,53",0
"2,40",1,KIZ601,KHROMA KIDZZZ,15,12,"267,95","0,53",0
"2,40",1,KIZ701,KHROMA KIDZZZ,15,12,"267,95","0,53",0
"2,40",1,KIZ801,KHROMA KIDZZZ,15,12,"255,13","0,53",0
"2,40",1,KIZ901,KHROMA KIDZZZ,15,12,"255,13","0,53",0
"2,40",1,KIZ902,KHROMA KIDZZZ,15,12,"255,13","0,53",0
"2,40",1,KIZ903,KHROMA KIDZZZ,15,12,"255,13","0,53",0
"2,40",1,POS004,KHROMA KIDZZZ,15,12,"224,08","0,53",0
"2,40",1,POS005,KHROMA KIDZZZ,15,12,"224,08","0,53",0
"2,40",1,POS006,KHROMA KIDZZZ,15,12,"224,08","0,53",0
"2,40",1,POS011,KHROMA KIDZZZ,15,12,"224,08","0,53",0
"2,40",1,DGKIT02,KHROMA KIT FOR KIDS - SOB CONSULTA,15,12,"886,50314","0,53",0
"2,40",1,DGKIT03,KHROMA KIT FOR KIDS - SOB CONSULTA,15,12,"886,50314","0,53",0
"2,40",1,DGKIT04,KHROMA KIT FOR KIDS - SOB CONSULTA,15,12,"886,50314","0,53",0
"2,40",1,DGKIT05,KHROMA KIT FOR KIDS - SOB CONSULTA,15,12,"886,50314","0,53",0
"2,40",1,DGKIT06,KHROMA KIT FOR KIDS - SOB CONSULTA,15,12,"886,50314","0,53",0
"2,40",1,KIT101,KHROMA KIT FOR KIDS - SOB CONSULTA,15,12,"224,22451","0,53",0
"2,40",1,KIT102,KHROMA KIT FOR KIDS - SOB CONSULTA,15,12,"224,22451","0,53",0
"2,40",1,KIT103,KHROMA KIT FOR KIDS - SOB CONSULTA,15,12,"224,22451","0,53",0
"2,40",1,KIT104,KHROMA KIT FOR KIDS - SOB CONSULTA,15,12,"224,22451","0,53",0
"2,40",1,KIT105,KHROMA KIT FOR KIDS - SOB CONSULTA,15,12,"224,22451","0,53",0
"2,40",1,KIT106,KHROMA KIT FOR KIDS - SOB CONSULTA,15,12,"224,22","0,53",0
"2,40",1,KIT201,KHROMA KIT FOR KIDS - SOB CONSULTA,15,12,"255,32113","0,53",0
"2,40",1,KIT202,KHROMA KIT FOR KIDS - SOB CONSULTA,15,12,"255,32113","0,53",0
"2,40",1,KIT203,KHROMA KIT FOR KIDS - SOB CONSULTA,15,12,"255,32113","0,53",0
"2,40",1,KIT301,KHROMA KIT FOR KIDS - SOB CONSULTA,15,12,"255,32113","0,53",0
"2,40",1,KIT302,KHROMA KIT FOR KIDS - SOB CONSULTA,15,12,"255,32113","0,53",0
"2,40",1,KIT303,KHROMA KIT FOR KIDS - SOB CONSULTA,15,12,"255,32113","0,53",0
"2,40",1,KIT304,KHROMA KIT FOR KIDS - SOB CONSULTA,15,12,"255,32113","0,53",0
"2,40",1,KIT305,KHROMA KIT FOR KIDS - SOB CONSULTA,15,12,"255,32113","0,53",0
"2,40",1,KIT306,KHROMA KIT FOR KIDS - SOB CONSULTA,15,12,"255,32113","0,53",0
"2,40",1,KIT401,KHROMA KIT FOR KIDS - SOB CONSULTA,15,12,"255,32113","0,53",0
"2,40",1,KIT402,KHROMA KIT FOR KIDS - SOB CONSULTA,15,12,"255,32113","0,53",0
"2,40",1,KIT901,KHROMA KIT FOR KIDS - SOB CONSULTA,15,12,"154,16169","0,53",0
"2,40",1,KIT902,KHROMA KIT FOR KIDS - SOB CONSULTA,15,12,"154,16169","0,53",0
"2,40",1,KIT903,KHROMA KIT FOR KIDS - SOB CONSULTA,15,12,"154,16169","0,53",0
"2,40",1,DGLUM1011,KHROMA LUMINA,15,12,"1168,74","0,53",0
"2,40",1,DGLUM1012,KHROMA LUMINA,15,12,"1168,74","0,53",0
"2,40",1,DGLUM1013,KHROMA LUMINA,15,12,"1168,74","0,53",0
"2,40",1,DGLUM201,KHROMA LUMINA,15,12,"1168,74","0,53",0
"2,40",1,LUM001,KHROMA LUMINA,15,12,"293,16142","0,53",0
"2,40",1,LUM003,KHROMA LUMINA,15,12,"293,16142","0,53",0
"2,40",1,LUM004,KHROMA LUMINA,15,12,"293,16142","0,53",0
"2,40",1,LUM101,KHROMA LUMINA,15,12,"293,16142","0,53",0
