markup,product_type,code,description,ipi,supplier_id,supplier_price,width
"2,28",3,9703,algodão,0,1,"92,44765","1,40"
"2,28",3,9704,algodão ,0,1,"91,49181","1,40"
"2,28",3,9705,algodão ,0,1,"91,49181","1,40"
"2,28",3,9706,algodão ,0,1,"93,40349","1,40"
"2,28",3,9707,algodão ,0,1,"92,44765","1,40"
"2,28",3,9708,algodão,0,1,"66,6101","1,35"
"2,28",3,9709,algodão,0,1,"66,6101","1,35"
"2,28",3,9710,algodão,0,1,"66,6101","1,35"
"2,28",3,9711,algodão,0,1,"66,6101","1,35"
"2,28",3,9712,algodão,0,1,"66,6101","1,35"
"2,28",3,9713,algodão ,0,1,"92,44765","1,40"
"2,28",3,9714,algodão ,0,1,"92,44765","1,40"
"2,28",3,9715,algodão ,0,1,"91,49181","1,40"
"2,28",3,9716,algodão,0,1,"91,49181","1,40"
"2,28",3,9717,algodão,0,1,"63,47375","1,35"
"2,28",3,9718,algodão,0,1,"63,47375","1,35"
"2,28",3,9719,panamá,0,1,"98,571","1,50"
"2,28",3,9720,chenille  -  liquidação,0,1,"23,23886","1,40"
"2,28",3,9721,chenille  -  liquidação,0,1,"23,23886","1,40"
"2,28",3,9722,chenille  -  liquidação,0,1,"23,23886","1,40"
"2,28",3,9723,chenille  -  liquidação,0,1,"23,23886","1,40"
"2,28",3,9724,algodão misto liso   -  liquidação,0,1,"23,23886","1,40"
"2,28",3,9725,linho   -  liquidação,0,1,"34,88816","1,40"
"2,28",3,9726,chenille   -  liquidação,0,1,"34,88816","1,40"
"2,28",3,9727,rústico     -  liquidação              ,0,1,"34,88816","1,35"
"2,28",3,9728,chenille    -  liquidação,0,1,"34,88816","1,40"
"2,28",3,9729,linho   -  liquidação,0,1,"34,88816","1,40"
"2,28",3,9730,chenille   -  liquidação    ,0,1,"34,88816","1,40"
"2,28",3,9731,chenille   -  liquidação,0,1,"34,88816","1,40"
"2,28",3,9732,rústico  -  liquidação ,0,1,"34,88816","1,40"
"2,28",3,9733,chenille  -  liquidação,0,1,"34,88816","1,40"
"2,28",3,9734,chenille ,0,1,"113,2073","1,35"
"2,28",3,9735,chenille  -  liquidação,0,1,"34,88816","1,40"
"2,28",3,9736,chenille  -  liquidação,0,1,"34,88816","1,40"
"2,28",3,9737,chenille  -  liquidação,0,1,"34,88816","1,40"
"2,28",3,9738,chenille  -  liquidação,0,1,"34,88816","1,40"
"2,28",3,9739,seda,0,1,"260,88458","1,35"
"2,28",3,9743,organza listrada,0,1,"84,62171","3,00"
"2,28",3,9744,voil listrado ,0,1,"68,61139","2,90"
"2,28",3,9745,anarruga ,0,1,"80,649","2,90"
"2,28",3,9746,microseda ,0,1,"83,39704","3,00"
"2,28",3,9747,organza listrada,0,1,"99,91515","3,00"
"2,28",3,9748,voil listrado ,0,1,"76,79577","3,00"
"2,28",3,9749,voil listrado ,0,1,"74,31656","3,00"
"2,28",3,9750,organza listrada,0,1,"76,91525","3,00"
"2,28",3,9751,seda listrada,0,1,"135,25136","3,00"
"2,28",3,9752,seda listrada,0,1,"127,21633","3,00"
"2,28",3,9753,seda listrada,0,1,"246,1288","1,40"
"2,28",3,9754,seda xadrez,0,1,"246,1288","1,40"
"2,28",3,9755,organza listrada,0,1,"97,0775","3,00"
"2,28",3,9756,rústico ,0,1,"103,58916","1,40"
"2,28",3,9757,jacquard  -  liquidação,0,1,"58,2465","1,40"
"2,28",3,9758,jacquard  -  liquidação,0,1,"58,2465","1,40"
"2,28",3,9759,jacquard  -  liquidação,0,1,"58,2465","1,40"
"2,28",3,9760,jacquard  -  liquidação,0,1,"58,2465","1,40"
"2,28",3,9761,jacquard  -  liquidação,0,1,"58,2465","1,40"
"2,28",3,9762,jacquard  -  liquidação,0,1,"58,2465","1,40"
"2,28",3,9763,jacquard  -  liquidação,0,1,"58,2465","1,40"
"2,28",3,9764,jacquard  -  liquidação,0,1,"58,2465","1,40"
"2,28",3,9765,jacquard  -  liquidação,0,1,"58,2465","1,40"
"2,28",3,9766,jacquard  -  liquidação,0,1,"58,2465","1,40"
"2,28",3,9767,jacquard  -  liquidação,0,1,"58,2465","1,40"
"2,28",3,9768,jacquard  -  liquidação,0,1,"58,2465","1,40"
"2,28",3,9769,jacquard  -  liquidação,0,1,"58,2465","1,40"
"2,28",3,9770,jacquard  -  liquidação,0,1,"58,2465","1,40"
"2,28",3,9771,chenille    -  liquidação  ,0,1,"58,2465","1,40"
"2,28",3,9772,jacquard  -  liquidação,0,1,"58,2465","1,40"
"2,28",3,9773,rústico      -  liquidação              ,0,1,"58,2465","1,40"
"2,28",3,9774,jacquard  -  liquidação,0,1,"58,2465","1,40"
"2,28",3,9775,jacquard  -  liquidação,0,1,"58,2465","1,40"
"2,28",3,9776,jacquard  -  liquidação,0,1,"58,2465","1,40"
"2,28",3,9777,jacquard  -  liquidação,0,1,"58,2465","1,40"
"2,28",3,9778,jacquard  -  liquidação,0,1,"58,2465","1,40"
"2,28",3,9779,jacquard  -  liquidação,0,1,"58,2465","1,40"
"2,28",3,9780,jacquard  -  liquidação,0,1,"58,2465","1,40"
"2,28",3,9781,jacquard  -  liquidação ,0,1,"58,2465","1,40"
"2,28",3,9782,jacquard  -  liquidação,0,1,"58,2465","1,40"
"2,28",3,9783,jacquard  -  liquidação,0,1,"58,2465","1,40"
"2,28",3,9784,jacquard  -  liquidação,0,1,"58,2465","1,40"
"2,28",3,9785,jacquard  -  liquidação,0,1,"58,2465","1,40"
"2,28",3,9786,jacquard  -  liquidação,0,1,"58,2465","1,40"
"2,28",3,9787,veludo cotelê   -  liquidação  ,0,1,"46,56733","1,35"
"2,28",3,9788,veludo cotelê   -  liquidação  ,0,1,"46,56733","1,35"
"2,28",3,9789,voil,0,1,"38,20373","3,00"
"2,28",3,9790,voil,0,1,"43,07254","3,00"
"2,28",3,9791,rústico amassado ,0,1,"67,74516","2,70"
"2,28",3,9792,voil amassado ,0,1,"57,44001","2,60"
"2,28",3,9793,voil,0,1,"28,9739","3,00"
"2,28",3,9794,gabardine ,0,1,"55,28937","3,00"
"2,28",3,9795,voil bordado,0,1,"53,766","2,50"
"2,28",3,9796,rústico,0,1,"76,25811","3,00"
"2,28",3,9797,seda mista,0,1,"86,3243","3,00"
"2,28",3,9798,voil amassado ,0,1,"71,86722","2,90"
"2,28",3,9799,voil,0,1,"57,20105","3,00"
"2,28",3,9800,voil ,0,1,"49,55433","3,00"
"2,28",3,9801,rústico ,0,1,"52,2725","3,00"
"2,28",3,9802,voil bordado,0,1,"44,805","2,90"
"2,28",3,9803,rústico ,0,1,"104,2463","3,00"
"2,28",3,9804,rústico,0,1,"74,675","3,00"
"2,28",3,9805,voil amassado ,0,1,"43,37124","2,60"
"2,28",3,9806,rústico seda mista,0,1,"61,50233","3,00"
"2,28",3,9807,rústico ,0,1,"73,68929","3,00"
"2,28",3,9808,rústico ,0,1,"61,50233","3,00"
"2,28",3,9809,voil,0,1,"33,30505","3,00"
"2,28",3,9810,shantung ,0,1,"58,2465","2,80"
"2,28",3,9811,rústico ,0,1,"58,2465","3,00"
"2,28",3,9812,voil,0,1,"44,41669","3,00"
"2,28",3,9813,rústico,0,1,"54,9608","3,00"
"2,28",3,9814,rústico amassado ,0,1,"73,68929","2,60"
"2,28",3,9815,rústico seda mista,0,1,"73,68929","3,00"
"2,28",3,9816,voil amassado ,0,1,"52,84003","2,60"
"2,28",3,9817,voil,0,1,"44,98422","3,00"
"2,28",3,9818,voil,0,1,"62,06986","2,85"
"2,28",3,9819,rústico seda mista,0,1,"64,57894","3,00"
"2,28",3,9820,rústico seda mista,0,1,"73,68929","3,00"
"2,28",3,9821,percal 400 fios ,0,1,"99,7658","2,80"
"2,28",3,9822,percal 200 fios,0,1,"52,81016","2,80"
"2,28",3,9823,voil amassado ,0,1,"51,46601","2,60"
"2,28",3,9824,voil ,0,1,"29,2726","3,00"
"2,28",3,9825,voil ,0,1,"46,41798","3,00"
"2,28",3,9826,voil amassado ,0,1,"49,82316","2,60"
"2,28",3,9827,voil amassado ,0,1,"52,00367","2,60"
"2,28",3,9828,voil,0,1,"33,30505","3,00"
"2,28",3,9829,rústico ,0,1,"60,15818","3,00"
"2,28",3,9830,voil amassado ,0,1,"55,52833","2,90"
"2,28",3,9831,seda mista ,0,1,"76,40746","3,00"
"2,28",3,9832,voil amassado ,0,1,"47,40369","3,00"
"2,28",3,9833,voil amassado ,0,1,"59,88935","2,70"
"2,28",3,9834,forro,0,1,"44,95435","3,00"
"2,28",3,9835,voil amassado ,0,1,"75,60097","2,60"
"2,28",3,9836,algodão listrado ,0,1,"71,0906","1,40"
"2,28",3,9837,algodão listrado ,0,1,"71,0906","1,40"
"2,28",3,9838,algodão listrado ,0,1,"71,0906","1,40"
"2,28",3,9839,algodão listrado ,0,1,"71,0906","1,40"
"2,28",3,9840,algodão listrado ,0,1,"71,0906","1,40"
"2,28",3,9841,algodão listrado ,0,1,"71,0906","1,40"
"2,28",3,9842,algodão listrado ,0,1,"71,0906","1,40"
"2,28",3,9843,algodão listrado ,0,1,"71,0906","1,40"
"2,28",3,9844,algodão listrado ,0,1,"71,0906","1,40"
"2,28",3,9845,algodão listrado ,0,1,"71,0906","1,40"
"2,28",3,9846,seda bordada ,0,1,"438,46173","1,35"
"2,28",3,9847,seda bordada ,0,1,"318,86225","1,35"
"2,28",3,9848,seda bordada ,0,1,"318,86225","1,35"
"2,28",3,9849,seda bordada ,0,1,"378,66199","1,35"
"2,28",3,9850,seda bordada ,0,1,"378,66199","1,35"
"2,28",3,9851,seda bordada ,0,1,"418,53844","1,35"
"2,28",3,9852,seda rústica ,0,1,"289,52991","1,35"
"2,28",3,9853,seda bordada ,0,1,"418,53844","1,35"
"2,28",3,9854,seda rústica ,0,1,"289,52991","1,35"
"2,28",3,9855,seda bordada ,0,1,"318,86225","1,35"
"2,28",3,9856,seda bordada ,0,1,"378,66199","1,35"
"2,28",3,9857,seda bordada ,0,1,"438,46173","1,35"
"2,28",3,9858,seda bordada ,0,1,"378,66199","1,35"
"2,28",3,9859,black out importado ,0,1,"44,14786","1,35"
"2,28",3,9860,black out ,0,1,"101,558","1,35"
"2,28",3,9861,black out,0,1,"86,62","1,35"
"2,28",3,9862,black out,0,1,"50,1816","1,35"
"2,28",3,9863,camurça ,0,1,"114,7008","1,40"
"2,28",3,9864,jacquard,0,1,"109,23459","1,45"
"2,28",3,9865,jacquard  -  liquidação,0,1,"58,2465","1,45"
"2,28",3,9866,jacquard  -  liquidação,0,1,"58,2465","1,45"
"2,28",3,9867,camurça ,0,1,"65,714","1,40"
"2,28",3,9869,camurça ,0,1,"89,61","1,40"
"2,28",3,9870,camurça,0,1,"44,805","1,40"
"2,28",3,9871,jacquard   -  liquidação,0,1,"58,2465","1,45"
"2,28",3,9872,tafetá  -  liquidação,0,1,"58,2465","1,45"
"2,28",3,9873,tafetá  -  liquidação,0,1,"58,2465","1,45"
"2,28",3,9874,jacquard   -  liquidação,0,1,"58,2465","1,45"
"2,28",3,9875,jacquard   -  liquidação,0,1,"58,2465","1,45"
"2,28",3,9876,jacquard   -  liquidação,0,1,"58,2465","1,45"
"2,28",3,9877,jacquard   -  liquidação,0,1,"58,2465","1,45"
"2,28",3,9878,jacquard   -  liquidação,0,1,"58,2465","1,45"
"2,28",3,9879,jacquard   -  liquidação,0,1,"58,2465","1,45"
"2,28",3,9880,jacquard   -  liquidação,0,1,"58,2465","1,45"
"2,28",3,9881,jacquard   -  liquidação,0,1,"58,2465","1,45"
"2,28",3,9882,jacquard   -  liquidação,0,1,"58,2465","1,45"
"2,28",3,9883,jacquard   -  liquidação,0,1,"58,2465","1,45"
"2,28",3,9884,chenille liso  - liquidação ,0,1,"58,2465","1,45"
"2,28",3,9885,jacquard   -  liquidação,0,1,"58,2465","1,45"
"2,28",3,9886,jacquard   -  liquidação,0,1,"58,2465","1,45"
"2,28",3,9887,jacquard   -  liquidação,0,1,"58,2465","1,45"
"2,28",3,9888,jacquard   -  liquidação,0,1,"58,2465","1,45"
"2,28",3,9889,jacquard   -  liquidação,0,1,"58,2465","1,45"
"2,28",3,9890,jacquard   -  liquidação,0,1,"34,88816","1,40"
"2,28",3,9891,jacquard   -  liquidação,0,1,"34,88816","1,40"
"2,28",3,9892,jacquard   -  liquidação,0,1,"34,88816","1,40"
"2,28",3,9893,jacquard   -  liquidação,0,1,"34,88816","1,40"
"2,28",3,9894,jacquard   -  liquidação,0,1,"34,88816","1,40"
"2,28",3,9895,jacquard   -  liquidação,0,1,"34,88816","1,40"
"2,28",3,9896,jacquard   -  liquidação,0,1,"34,88816","1,40"
"2,28",3,9897,jacquard   -  liquidação,0,1,"34,88816","1,40"
"2,28",3,9898,jacquard   -  liquidação,0,1,"34,88816","1,40"
"2,28",3,9899,jacquard   -  liquidação,0,1,"34,88816","1,40"
"2,28",3,9900,jacquard   -  liquidação,0,1,"34,88816","1,40"
"2,28",3,9901,jacquard   -  liquidação,0,1,"34,88816","1,40"
"2,28",3,9902,chenille liso,0,1,"80,20095","1,40"
"2,28",3,9903,chenille liso,0,1,"80,88796","1,40"
"2,28",3,9904,chenille ,0,1,"83,36717","1,40"
"2,28",3,9905,chenille,0,1,"81,93341","1,40"
"2,28",3,9906,chenille,0,1,"88,7139","1,40"
"2,28",3,9907,chenille,0,1,"92,597","1,40"
"2,28",3,9908,chenille,0,1,"96,80867","1,40"
"2,28",3,9909,chenille,0,1,"78,05031","1,40"
"2,28",3,9910,chenille,0,1,"111,4151","1,40"
"2,28",3,9911,chenille,0,1,"119,21117","1,40"
"2,28",3,9912,chenille,0,1,"68,07373","1,40"
"2,28",3,9913,chenille ,0,1,"87,10092","1,40"
"2,28",3,9914,chenille,0,1,"85,63729","1,40"
"2,28",3,9915,chenille,0,1,"84,2334","1,40"
"2,28",3,9941,jacquard  -  liquidação,0,1,"58,2465","1,40"
"2,28",3,9942,jacquard  -  liquidação,0,1,"58,2465","1,40"
"2,28",3,9943,jacquard  -  liquidação,0,1,"58,2465","1,40"
"2,28",3,9944,jacquard  -  liquidação,0,1,"58,2465","1,40"
"2,28",3,9945,jacquard  -  liquidação,0,1,"58,2465","1,40"
"2,28",3,9946,jeans,0,1,"88,47494","1,40"
"2,28",3,9947,jeans,0,1,"88,47494","1,40"
"2,28",3,9948,jeans,0,1,"88,47494","1,40"
"2,28",3,9949,jeans,0,1,"88,47494","1,40"
"2,28",3,9950,jeans,0,1,"88,47494","1,40"
"2,28",3,9951,linho ,0,1,"103,23072","1,35"
"2,28",3,9952,linho ,0,1,"103,23072","1,35"
"2,28",3,9953,linho ,0,1,"109,77225","1,35"
"2,28",3,9954,bouclet,0,1,"110,2203","1,35"
"2,28",3,9955,linho ,0,1,"106,45668","1,35"
"2,28",3,9956,linho ,0,1,"116,13456","1,35"
"2,28",3,9957,linho ,0,1,"131,57735","1,35"
"2,28",3,9958,linho ,0,1,"149,35","1,35"
"2,28",3,9959,tafetá,0,1,"112,25146","1,35"
"2,28",3,9960,rústico ,0,1,"125,51374","1,40"
"2,28",3,9961,chenille ,0,1,"93,22427","1,35"
"2,28",3,9962,chenille,0,1,"135,49032","1,35"
"2,28",3,9963,rústico ,0,1,"124,34881","1,35"
"2,28",3,9964,tafetá ,0,1,"52,36211","1,40"
"2,28",3,9965,tafetá ,0,1,"52,36211","1,40"
"2,28",3,9966,tafetá ,0,1,"52,36211","1,40"
"2,28",3,9967,tafetá ,0,1,"54,48288","1,40"
"2,28",3,9968,voil listrado ,0,1,"42,95306","3,00"
"2,28",3,9969,voil,0,1,"55,02054","3,00"
"2,28",3,9970,voil amassado ,0,1,"62,84648","2,80"
"2,28",3,9971,matelasse ,0,1,"76,79577","2,50"
"2,28",3,9972,matelasse ,0,1,"76,79577","2,50"
"2,28",3,9973,rústico,0,1,"90,41649","3,00"
"2,28",3,9974,linho ,0,1,"86,44378","3,00"
"2,28",3,9975,rústico  ,0,1,"101,558","3,00"
"2,28",3,9977,linho ,0,1,"135,72928","1,40"
"2,28",3,9978,linho ,0,1,"146,363","1,40"
"2,28",3,9979,linho ,0,1,"148,54351","1,40"
"2,28",3,9980,linho ,0,1,"149,17078","1,40"
"2,28",3,9981,seda  ,0,1,"308,34801","1,35"
"2,28",3,9982,jacquard  -  liquidação,0,1,"58,2465","1,40"
"2,28",3,9983,jacquard  -  liquidação,0,1,"58,2465","1,40"
"2,28",3,9984,jacquard  -  liquidação,0,1,"58,2465","1,40"
"2,28",3,9985,jacquard  -  liquidação,0,1,"58,2465","1,40"
"2,28",3,9986,chenille,0,1,"133,99682","1,40"
"2,28",3,9987,chenille,0,1,"116,493","1,40"
"2,28",3,9988,linho ,0,1,"117,15014","1,40"
"2,28",3,9989,linho ,0,1,"106,45668","1,40"
"2,28",3,9990,linho ,0,1,"106,45668","1,40"
"2,28",3,9991,linho ,0,1,"106,45668","1,40"
"2,28",3,9992,chenille,0,1,"72,22566","1,40"
"2,28",3,9993,chenille,0,1,"68,67113","1,40"
"2,28",3,9994,chenille ,0,1,"79,87238","1,40"
"2,28",3,9995,rústico ,0,1,"72,79319","1,40"
"2,28",3,9996,rústico ,0,1,"79,36459","1,40"
"2,28",3,9997,rústico ,0,1,"80,82822","1,40"
"2,28",3,9998,lona ,0,1,"84,89054","1,40"
"2,28",3,9999,lona ,0,1,"84,89054","1,40"
"2,28",3,10000,lona ,0,1,"84,89054","1,40"
"2,28",3,10001,lona ,0,1,"84,89054","1,40"
"2,28",3,10002,lona ,0,1,"84,89054","1,40"
"2,28",3,10003,lona ,0,1,"84,89054","1,40"
"2,28",3,10004,lona ,0,1,"84,89054","1,40"
"2,28",3,10005,chenille ,0,1,"109,08524","1,40"
"2,28",3,10006,chenille ,0,1,"113,32678","1,40"
"2,28",3,10007,tafetá,0,1,"72,73345","1,40"
"2,28",3,10008,chenille,0,1,"114,4021","1,40"
"2,28",3,10009,chenille,0,1,"147,46819","1,40"
"2,28",3,10010,tafetá,0,1,"61,92051","1,40"
"2,28",3,10011,rústico ,0,1,"82,29185","1,40"
"2,28",3,10012,tafetá,0,1,"97,40607","1,40"
"2,28",3,10013,sarja,0,1,"61,77116","1,40"
"2,28",3,10014,rústico ,0,1,"81,09705","1,40"
"2,28",3,10016,organza ,0,1,"126,9475","3,00"
"2,28",3,10017,rústico ,0,1,"170,52783","3,00"
"2,28",3,10018,rústico ,0,1,"112,58003","3,00"
"2,28",3,10019,organza ,0,1,"69,50749","2,90"
"2,28",3,10020,organza ,0,1,"80,76848","2,70"
"2,28",3,10021,linho estampado -  liquidação,0,1,"46,56733","1,40"
"2,28",3,10022,listrado  -  liquidação,0,1,"46,56733","1,40"
"2,28",3,10023,estampado  -  liquidação,0,1,"46,56733","1,40"
"2,28",3,10024,estampado  -  liquidação,0,1,"46,56733","1,40"
"2,28",3,10025,panamá estampado  - liquidação,0,1,"46,56733","1,40"
"2,28",3,10026,panamá estampado  - liquidação,0,1,"46,56733","1,40"
"2,28",3,10027,estampado  -  liquidação      ,0,1,"46,56733","1,40"
"2,28",3,10028,algodão estampado  -  liquidação,0,1,"46,56733","1,40"
"2,28",3,10029,estampado  -  liquidação,0,1,"46,56733","1,40"
"2,28",3,10030,panamá estampado  - liquidação,0,1,"46,56733","1,40"
"2,28",3,10031,panamá estampado  - liquidação,0,1,"46,56733","1,40"
"2,28",3,10032,panamá estampado  - liquidação,0,1,"46,56733","1,40"
"2,28",3,10033,panamá estampado  - liquidação,0,1,"46,56733","1,40"
"2,28",3,10034,estampado  -  liquidação,0,1,"46,56733","1,40"
"2,28",3,10035,estampado  -  liquidação,0,1,"46,56733","1,40"
"2,28",3,10036,estampado  -  liquidação,0,1,"46,56733","1,40"
"2,28",3,10037,estampado  -  liquidação,0,1,"46,56733","1,40"
"2,28",3,10038,estampado  -  liquidação,0,1,"46,56733","1,40"
"2,28",3,10039,estampado  -  liquidação,0,1,"46,56733","1,40"
"2,28",3,10040,voil,0,1,"77,09447","2,90"
"2,28",3,10041,voil,0,1,"71,65813","2,80"
"2,28",3,10042,voil bordado,0,1,"55,5582","2,60"
"2,28",3,10043,voil,0,1,"76,4672","2,90"
"2,28",3,10044,tafetá bordado,0,1,"138,32797","2,90"
"2,28",3,10045,tafetá listrado ,0,1,"82,7399","2,70"
"2,28",3,10046,tafetá listrado ,0,1,"79,12563","2,70"
"2,28",3,10047,voil,0,1,"75,15292","2,90"
"2,28",3,10048,voil,0,1,"71,83735","2,90"
"2,28",3,10049,voil,0,1,"85,21911","3,00"
"2,28",3,10050,voil,0,1,"97,01776","3,00"
"2,28",3,10051,voil,0,1,"102,99176","3,00"
"2,28",3,10052,flamê,0,1,"62,03999","2,90"
"2,28",3,10053,voil,0,1,"59,02312","2,70"
"2,28",3,10054,voil,0,1,"69,50749","2,70"
"2,28",3,10055,voil,0,1,"60,78545","2,70"
"2,28",3,10056,voil amassado ,0,1,"80,49965","2,60"
"2,28",3,10057,voil amassado ,0,1,"78,11005","2,60"
"2,28",3,10058,voil amassado ,0,1,"73,30098","2,60"
"2,28",3,10059,voil amassado ,0,1,"68,91009","2,60"
"2,28",3,10060,linho,0,1,"92,17882","2,90"
"2,28",3,10061,linho,0,1,"93,7918","2,80"
"2,28",3,10062,linho,0,1,"77,48278","2,80"
"2,28",3,10063,rústico ,0,1,"67,32698","1,50"
"2,28",3,10064,voil,0,1,"94,80738","2,90"
"2,28",3,10065,voil,0,1,"81,5451","2,90"
"2,28",3,10066,voil,0,1,"81,5451","2,90"
"2,28",3,10067,organza bordado,0,1,"129,12801","2,90"
"2,28",3,10068,organza bordado,0,1,"122,97479","2,90"
"2,28",3,10069,voil bordado,0,1,"132,9215","2,60"
"2,28",3,10070,shantung,0,1,"58,12702","2,80"
"2,28",3,10071,estampado  -  liquidação,0,1,"46,56733","1,40"
"2,28",3,10073,algodão estampado - liquidação,0,1,"23,23886","1,40"
"2,28",3,10074,algodão estampado - liquidação,0,1,"23,23886","1,40"
"2,28",3,10075,algodão estampado - liquidação,0,1,"23,23886","1,40"
"2,28",3,10076,algodão estampado - liquidação,0,1,"23,23886","1,40"
"2,28",3,10077,algodão estampado - liquidação,0,1,"23,23886","1,40"
"2,28",3,10078,algodão estampado - liquidação,0,1,"23,23886","1,40"
"2,28",3,10079,algodão estampado - liquidação,0,1,"23,23886","1,40"
"2,28",3,10080,algodão estampado - liquidação,0,1,"23,23886","1,40"
"2,28",3,10081,algodão estampado - liquidação ,0,1,"23,23886","1,40"
"2,28",3,10082,algodão estampado - liquidação,0,1,"23,23886","1,40"
"2,28",3,10083,algodão listrado  -  liquidação,0,1,"23,23886","1,40"
"2,28",3,10084,algodão listrado  -  liquidação,0,1,"23,23886","1,40"
"2,28",3,10085,algodão estampado - liquidação,0,1,"23,23886","1,40"
"2,28",3,10086,algodão estampado - liquidação,0,1,"23,23886","1,40"
"2,28",3,10087,algodão estampado - liquidação,0,1,"23,23886","1,40"
"2,28",3,10088,algodão estampado - liquidação,0,1,"23,23886","1,40"
"2,28",3,10089,algodão estampado - liquidação,0,1,"23,23886","1,40"
"2,28",3,10090,algodão estampado - liquidação,0,1,"23,23886","1,40"
"2,28",3,10091,algodão xadrez - liquidação,0,1,"23,23886","1,40"
"2,28",3,10092,algodão estampado - liquidação,0,1,"23,23886","1,40"
"2,28",3,10093,algodão estampado - liquidação,0,1,"23,23886","1,40"
"2,28",3,10094,algodão estampado - liquidação,0,1,"23,23886","1,40"
"2,28",3,10095,algodão listrado  -  liquidação,0,1,"23,23886","1,40"
"2,28",3,10096,algodão liso - liquidação,0,1,"23,23886","1,40"
"2,28",3,10097,algodão listrado - liquidação,0,1,"23,23886","1,40"
"2,28",3,10098,algodão liso,0,1,"34,14141","1,40"
"2,28",3,10099,tafetá,0,1,"107,68135","2,90"
"2,28",3,10100,tafetá,0,1,"68,58152","2,90"
"2,28",3,10101,shantung,0,1,"55,2595","2,80"
"2,28",3,10102,rústico cortina,0,1,"90,44636","2,90"
"2,28",3,10103,rústico cortina,0,1,"85,48794","2,90"
"2,28",3,10104,tafetá,0,1,"72,2854","2,90"
"2,28",3,10105,rústico cortina,0,1,"93,13466","2,90"
"2,28",3,10106,rústico cortina,0,1,"94,29959","2,90"
"2,28",3,10107,tafetá,0,1,"62,09973","3,00"
"2,28",3,10108,tafetá,0,1,"72,2854","2,90"
"2,28",3,10109,jacquard  -  liquidação,0,1,"58,2465","1,40"
"2,28",3,10110,jacquard  -  liquidação,0,1,"58,2465","1,40"
"2,28",3,10111,jacquard  -  liquidação,0,1,"58,2465","1,40"
"2,28",3,10112,jacquard  -  liquidação,0,1,"58,2465","1,40"
"2,28",3,10113,jacquard  -  liquidação,0,1,"58,2465","1,40"
"2,28",3,10114,tafetá  -  liquidação,0,1,"58,2465","1,40"
"2,28",3,10115,jacquard  -  liquidação,0,1,"58,2465","1,40"
"2,28",3,10116,jacquard  -  liquidação,0,1,"58,2465","1,40"
"2,28",3,10117,chenille liso  -  liquidação ,0,1,"58,2465","1,40"
"2,28",3,10118,jacquard  -  liquidação,0,1,"58,2465","1,40"
"2,28",3,10119,jacquard  -  liquidação,0,1,"58,2465","1,40"
"2,28",3,10120,jacquard  -  liquidação,0,1,"58,2465","1,40"
"2,28",3,10121,jacquard  -  liquidação,0,1,"58,2465","1,40"
"2,28",3,10122,chenille liso   -  liquidação ,0,1,"58,2465","1,40"
"2,28",3,10123,jacquard  -  liquidação,0,1,"58,2465","1,40"
"2,28",3,10124,jacquard  -  liquidação,0,1,"58,2465","1,40"
"2,28",3,10125,jacquard  -  liquidação,0,1,"58,2465","1,40"
"2,28",3,10126,chenille liso  -  liquidação ,0,1,"58,2465","1,40"
"2,28",3,10127,jacquard  -  liquidação,0,1,"58,2465","1,40"
"2,28",3,10128,jacquard  -  liquidação,0,1,"58,2465","1,40"
"2,28",3,10129,rústico liso -liquidação,0,1,"58,2465","1,40"
"2,28",3,10130,algodão listrado,0,1,"101,28917","1,40"
"2,28",3,10131,algodão listrado,0,1,"101,28917","1,40"
"2,28",3,10132,algodão listrado,0,1,"101,28917","1,40"
"2,28",3,10133,algodão listrado,0,1,"101,28917","1,40"
"2,28",3,10134,algodão listrado,0,1,"101,28917","1,40"
"2,28",3,10135,jacquard  -  liquidação,0,1,"58,2465","1,40"
"2,28",3,10136,jacquard  -  liquidação,0,1,"58,2465","1,40"
"2,28",3,10137,jacquard  -  liquidação,0,1,"58,2465","1,40"
"2,28",3,10138,jacquard  -  liquidação,0,1,"58,2465","1,40"
"2,28",3,10139,jacquard  -  liquidação,0,1,"58,2465","1,40"
"2,28",3,10140,chenille liso  -  liquidação ,0,1,"58,2465","1,40"
"2,28",3,10141,jacquard  -  liquidação,0,1,"58,2465","1,40"
"2,28",3,10142,bouclet  -  liquidação,0,1,"58,2465","1,40"
"2,28",3,10143,jacquard - lquidação,0,1,"58,2465","1,40"
"2,28",3,10144,jacquard - lquidação,0,1,"58,2465","1,40"
"2,28",3,10145,jacquard - lquidação,0,1,"58,2465","1,40"
"2,28",3,10146,tafetá  -  liquidação,0,1,"58,2465","1,40"
"2,28",3,10147,tafetá  -  liquidação,0,1,"58,2465","1,40"
"2,28",3,10148,jacquard  -  liquidação,0,1,"58,2465","1,40"
"2,28",3,10149,jacquard  -  liquidação,0,1,"58,2465","1,40"
"2,28",3,10150,jacquard  -  liquidação,0,1,"58,2465","1,40"
"2,28",3,10151,jacquard  -  liquidação,0,1,"58,2465","1,40"
"2,28",3,10152,jacquard  -  liquidação,0,1,"58,2465","1,40"
"2,28",3,10153,tafetá  -  liquidação,0,1,"58,2465","1,40"
"2,28",3,10154,chenille liso   -  liquidação ,0,1,"58,2465","1,40"
"2,28",3,10155,jacquard  -  liquidação,0,1,"58,2465","1,40"
"2,28",3,10156,jacquard  -  liquidação,0,1,"58,2465","1,40"
