markup,product_type,code,description,supplier_price,ipi,supplier_id,width,supplier_table_discount
"2,30",3,0015/01,VELUDO LISO,"R$ 225,00",0,10,0,40
"2,30",3,0015/03,VELUDO LISO,"R$ 225,00",0,10,0,40
"2,30",3,0015/05,VELUDO LISOM,"R$ 225,00",0,10,0,40
"2,30",3,0015/07,VELUDO LISO,"R$ 225,00",0,10,0,40
"2,30",3,0015/09,VELUDO LISO,"R$ 225,00",0,10,0,40
"2,30",3,0015/11,VELUDO LISO,"R$ 225,00",0,10,0,40
"2,30",3,0015/13,VELUDO LISO,"R$ 225,00",0,10,0,40
"2,30",3,0015/15,VELUDO LISO,"R$ 225,00",0,10,0,40
"2,30",3,0015/17,VELUDO DE ALGODÌO,"R$ 225,00",0,10,0,40
"2,30",3,0015/19,VELUDO DE ALGODÌO,"R$ 225,00",0,10,0,40
"2,30",3,0015/21,VELUDO DE ALGODÌO,"R$ 225,00",0,10,0,40
"2,30",3,0016/02,SEDADUPION,"R$ 174,80",0,10,0,40
"2,30",3,0016/04,SEDADUPION,"R$ 174,80",0,10,0,40
"2,30",3,0016/06,SEDADUPION,"R$ 174,80",0,10,0,40
"2,30",3,0016/08,SEDADUPION,"R$ 174,80",0,10,0,40
"2,30",3,0016/10,SEDADUPION,"R$ 174,80",0,10,0,40
"2,30",3,0016/12,SEDADUPION,"R$ 174,80",0,10,0,40
"2,30",3,0016/14,SEDADUPION,"R$ 174,80",0,10,0,40
"2,30",3,0016/16,SEDADUPION,"R$ 174,80",0,10,0,40
"2,30",3,0016/18,SEDADUPION,"R$ 174,80",0,10,0,40
"2,30",3,0017/01,SHANTUNG DE SEDA LISA,"R$192,50",0,10,0,40
"2,30",3,0017/03,SHANTUNG DE SEDA LISA,"R$192,50",0,10,0,40
"2,30",3,0017/05,SHANTUNG DE SEDA LISA,"R$192,50",0,10,0,40
"2,30",3,0017/07,SHANTUNG DE SEDA LISA,"R$192,50",0,10,0,40
"2,30",3,0017/09,SHANTUNG DE SEDA LISA,"R$192,50",0,10,0,40
"2,30",3,0017/11,SHANTUNG DE SEDA LISA,"R$192,50",0,10,0,40
"2,30",3,0017/13,SHANTUNG DE SEDA LISA,"R$192,50",0,10,0,40
"2,30",3,0017/15,SHANTUNG DE SEDA LISA,"R$192,50",0,10,0,40
"2,30",3,0017/17,SHANTUNG DE SEDA LISA,"R$192,50",0,10,0,40
"2,30",3,0017/19,SHANTUNG DE SEDA LISA,"R$192,50",0,10,0,40
"2,30",3,0017/21,SHANTUNG DE SEDA LISA,"R$192,50",0,10,0,40
