markup,product_type,code,description,supplier_price,ipi,supplier_id,width,supplier_table_discount
"2,3",3,LINEN,JACQUARD,"R$ 154,79",0,10,0,50
"2,3",3,3,LINHO ESTAMPADO,"R$183,33",0,10,0,50
"2,3",3,0013/02,ORGANZA DE SEDA BORDADA,"R$329,18",0,10,0,50
"2,3",3,0019/02,SEDA RòSTICA,"R$ 207,90",0,10,0,50
"2,3",3,0019/04,SEDA RòSTICA,"R$ 207,90",0,10,0,50
"2,3",3,0019/06,SEDA RòSTICA,"R$ 207,90",0,10,0,50
"2,3",3,0019/08,SEDA RòSTICA,"R$ 207,90",0,10,0,50
"2,3",3,20,CIGALINE,"R$139,33",0,10,0,50
"2,3",3,23,"SEDASILK3COR21 LARG:1,37","R$ 457,38",0,10,0,50
"2,3",3,25,"SEDA SILK 03 COR 23 LARG;1,37","R$ 457,38",0,10,0,50
"2,3",3,27,"SEDA SILK 03 COR 25 LARG;1,37","R$ 457,38",0,10,0,50
"2,3",3,29,SEDA ESTAMPADA,"R$ 457,38",0,10,0,50
"2,3",3,31,SEDA ESTAMPADA,"R$ 457,38",0,10,0,50
"2,3",3,0048/01,SEDA RòSTICA PESADA,"R$ 244,75",0,10,0,50
"2,3",3,70,"SEDASILK38COR01 LARG;1,37","R$ 332,64",0,10,0,50
"2,3",3,72,"SEDASILK30COR01 LARG;1,37","R$ 332,64",0,10,0,50
"2,3",3,74,"SEDASILK40COR01 LARG;1,37","R$126,00",0,10,0,50
"2,3",3,76,SEDAS BORDADAS,"R$ 395,01",0,10,0,50
"2,3",3,78,"SEDASILK33COR01 LARG;1,37","R$ 395,01",0,10,0,50
"2,3",3,80,"SEDASILK35COR01 LARG;1,37","R$ 290,85",0,10,0,50
"2,3",3,82,"SEDA SILK 34 COR 01 LARG;1,37","R$ 436,59",0,10,0,50
"2,3",3,84,"SEDA SILK 16 COR 01 LARG:1,37","R$ 283,50",0,10,0,50
"2,3",3,86,"SEDA SILK 12 COR 01 LARG:1,37","R$ 283,50",0,10,0,50
"2,3",3,88,"SEDA SILK 14 COR 01 LARG;1,37","R$ 99,22",0,10,0,50
"2,3",3,90,SEDAS BORDADAS,"R$ 601,04",0,10,0,50
"2,3",3,92,SEDAS BORDADAS,"R$ 601,04",0,10,0,50
"2,3",3,94,SEDAS BORDADAS,"R$ 593,37",0,10,0,50
"2,3",3,96,SEDAS BORDADAS,"R$ 441,22",0,10,0,50
"2,3",3,98,SEDAS BORDADAS,"R$ 441,22",0,10,0,50
"2,3",3,100,SEDAS BORDADAS,"R$ 441,22",0,10,0,50
"2,3",3,102,SEDAS BORDADAS,"R$126,00",0,10,0,50
"2,3",3,104,SEDAS BORDADAS,"R$ 441,22",0,10,0,50
"2,3",3,201,SHANTUNG DE SEDA LISO,"R$ 154,79",0,10,0,50
"2,3",3,204,SHANTUNG DE SEDA LISA,"R$ 154,79",0,10,0,50
"2,3",3,206,SHANTUNG DE SEDA LISA,"R$ 154,79",0,10,0,50
"2,3",3,211,SHANTUNG DE SEDA LISA,"R$ 154,79",0,10,0,50
"2,3",3,213,SHANTUNG DE SEDA LISA,"R$ 154,79",0,10,0,50
"2,3",3,215,SHANTUNG DE SEDA LISA,"R$ 154,79",0,10,0,50
"2,3",3,219,SHANTUNG DE SEDA,"R$ 154,79",0,10,0,50
"2,3",3,222,SHANTUNG DE SEDA,"R$ 154,79",0,10,0,50
"2,3",3,225,SHANTUNG DE SEDA,"R$ 154,79",0,10,0,50
"2,3",3,242,SEDA RAJADA,"R$211,68",0,10,0,50
"2,3",3,0267/02,TELA PADRÌO INDIANA,"R$ 47,23",0,10,0,50
"2,3",3,0274/10,SARJA PELETIZADA,"R$ 39,09",0,10,0,50
"2,3",3,0274/14,SARJA PELETIZADA,"R$ 39,09",0,10,0,50
"2,3",3,0274/29,SARJA PELETIZADA COLORIDA,"R$ 36,75",0,10,0,50
"2,3",3,0274/34,SARJA PELETIZADA COLORIDA,"R$ 36,75",0,10,0,50
"2,3",3,0274/36,SARJA PELETIZADA COLORIDA,"R$ 36,75",0,10,0,50
"2,3",3,0274/42,SARJA PELETIZA COLORIDA,"R$ 36,75",0,10,0,50
"2,3",3,0274/45,SARJA PELETIZA COLORIDA,"R$ 39,09",0,10,0,50
